Account,date,daily_pnl,mean_pnl_per_trade,pnl_std,min_pnl,max_pnl,total_volume,avg_trade_size,total_fees,num_trades,sentiment,fear_greed_value,win_rate,long_short_ratio,drawdown_proxy
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-04,375620.270243,707.3828064839925,4706.059084117009,-5149.876128,71535.71674,5616220.88,10576.687156308852,704.19937,531,Greed,72.0,0.15630885122410546,0,22038.241850000006
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-05,44400.9058,211.43288476190477,949.222968424913,0.0,10922.04212,5582863.31,26585.06338095238,700.101577,210,Neutral,54.0,0.37142857142857144,0,0.0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-09,30897.0887,219.12828865248227,687.4738419495811,0.0,3740.160312,1432708.93,10161.056241134751,0.0,141,Neutral,46.0,0.9361702127659575,0,0.0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-10,55086.0,1147.625,3845.1429789897975,0.0,23909.89468,1537560.0,32032.5,0.0,48,Fear,43.0,0.3333333333333333,0,0.0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-11,0.0,0.0,0.0,0.0,0.0,807600.01,134600.00166666668,0.0,6,Neutral,47.0,0.0,0,0.0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-24,10152.12224,172.06986847457628,312.77384615734235,0.0,1663.751202,1603504.46,27178.041694915253,561.226533,59,Neutral,49.0,0.5254237288135594,0,0.0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-25,115445.395538,527.1479248310502,3326.4800903193827,0.0,47883.62595,2898197.14,13233.776894977169,555.888761,219,Fear,25.0,0.4246575342465753,0,0.0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-28,115287.0,2096.1272727272726,15545.295908759957,0.0,115287.0,1372739.97,24958.908545454546,137.273975,55,Fear,16.0,0.01818181818181818,0,0.0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-01,9482.221441,210.7160320222222,188.17603173932767,0.0,423.930704,134360.89,2985.797555555556,6.71802,45,Fear,20.0,0.8,0,0.0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-03,533974.662903,833.0337954804993,2408.864768709008,0.0,39686.70434,5365898.24,8371.136099843994,268.294625,641,Fear,33.0,0.8424336973478939,0,0.0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-24,40200.0,8040.0,14208.156622797855,0.0,33085.4844,398200.0,79640.0,39.819998,5,Neutral,45.0,0.8,0,0.0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-04-12,307855.80341,9930.832368064515,29916.431926603156,5.658978,135329.0901,666240.85,21491.640322580646,66.62407,31,Fear,43.0,1.0,0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-04-20,0.0,0.0,0.0,0.0,0.0,48733.65,2436.6825,117.08919,20,Greed,66.0,0.0,0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-04-25,0.0,0.0,0.0,0.0,0.0,51261.869999999995,753.8510294117647,136.01682,68,Greed,72.0,0.0,0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-06-19,0.0,0.0,0.0,0.0,0.0,23168.39,7722.796666666666,7.235789,3,Greed,64.0,0.0,0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-06-20,57478.456026,7184.80700325,6997.004674706841,1134.709485,18282.19011,169507.75,21188.46875,0.0,8,Greed,60.0,1.0,0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-23,88084.992348,384.6506216069869,611.3254701869841,3.75948,2833.144128,245547.44,1072.2595633187773,24.554663,229,Greed,71.0,1.0,0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-24,0.0,0.0,0.0,0.0,0.0,0.67,0.335,0.0,2,Greed,69.0,0.0,0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-25,0.0,0.0,,0.0,0.0,0.94,0.94,0.0,1,Greed,68.0,0.0,0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-09,0.0,0.0,,0.0,0.0,0.12,0.12,0.0,1,Neutral,48.0,0.0,0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-10,0.0,0.0,,0.0,0.0,0.68,0.68,0.0,1,Fear,40.0,0.0,0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-12,0.0,0.0,,0.0,0.0,0.61,0.61,0.0,1,Fear,25.0,0.0,0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-13,0.0,0.0,,0.0,0.0,0.67,0.67,0.0,1,Fear,31.0,0.0,0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-14,0.0,0.0,,0.0,0.0,0.53,0.53,0.0,1,Fear,30.0,0.0,0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-30,0.0,0.0,,0.0,0.0,0.62,0.62,0.0,1,Fear,34.0,0.0,0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-31,0.0,0.0,,0.0,0.0,0.96,0.96,0.0,1,Fear,29.0,0.0,0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-11,0.0,0.0,,0.0,0.0,0.54,0.54,0.0,1,Fear,37.0,0.0,0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-14,0.0,0.0,,0.0,0.0,0.65,0.65,0.0,1,Neutral,50.0,0.0,0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-21,36165.56933,1572.416057826087,1429.8114770090967,0.661528,4921.104136,165648.12,7202.092173913044,57.976841,23,Neutral,54.0,1.0,0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-05,0.0,0.0,,0.0,0.0,0.61,0.61,0.0,1,Neutral,49.0,0.0,0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-11,0.0,0.0,,0.0,0.0,0.73,0.73,0.0,1,Fear,32.0,0.0,0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-11-29,124284.948775,8285.663251666667,9492.439479325501,37.488051,29999.90625,124285.34,8285.689333333334,43.499863,15,Greed,78.0,1.0,0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-07,5615.052102,60.37690432258064,205.14299321974337,0.0,1508.614422,417119.94,4485.160645161291,47.838547,93,Fear,44.0,0.25806451612903225,0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-12,22795.8104,211.0723185185185,736.882963780328,0.0,6315.16184,460247.95,4261.555092592593,154.768112,108,Neutral,46.0,0.4166666666666667,0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-21,82117.04336,322.0276210196078,747.1058767915192,3.230816,7082.745948,382634.58,1500.5277647058824,38.391857,255,Greed,55.0,1.0,0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-09,0.0,0.0,0.0,0.0,0.0,440050.95,5570.2651898734175,44.005053,79,Fear,18.0,0.0,0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-16,0.0,0.0,0.0,0.0,0.0,96043.49,1231.3267948717948,9.604321,78,Fear,29.0,0.0,0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-18,0.0,0.0,0.0,0.0,0.0,87844.56,1514.5613793103448,8.784419,58,Fear,33.0,0.0,0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-26,0.0,0.0,0.0,0.0,0.0,110627.96,838.0906060606061,11.06274,132,Greed,65.0,0.0,0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-29,0.0,0.0,0.0,0.0,0.0,143378.9,2655.1648148148147,46.178716,54,Greed,60.0,0.0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-13,0.0,0.0,0.0,0.0,0.0,6000.799999999999,857.2571428571428,2.100278,7,Greed,81.0,0.0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-14,65.480454,65.480454,,65.480454,65.480454,6066.28,6066.28,2.123198,1,Greed,88.0,1.0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-15,338.42832,42.30354,119.65248000878543,0.0,338.42832,26339.81,3292.47625,9.218929,8,Greed,83.0,0.125,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-16,228.57984,38.09664,93.31732891450332,0.0,228.57984,27223.66,4537.276666666667,9.528281,6,Greed,81.0,0.16666666666666666,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-17,429.683075,30.691648214285713,54.26789625476134,0.0,143.45,87063.35,6218.810714285714,30.472167,14,Greed,79.0,0.2857142857142857,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-18,0.0,0.0,0.0,0.0,0.0,34001.9,2833.491666666667,11.900658,12,Greed,77.0,0.0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-19,0.0,0.0,0.0,0.0,0.0,9067.51,2266.8775,3.173628,4,Greed,79.0,0.0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-21,0.0,0.0,,0.0,0.0,9744.18,9744.18,3.410463,1,Greed,78.0,0.0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-25,1302.916428,186.13091828571427,173.14631124356953,0.0,519.914958,57116.32,8159.4742857142855,19.990712,7,Greed,75.0,0.8571428571428571,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-26,20.599193,2.942741857142857,7.785763126660362,0.0,20.599193,23986.34,3426.62,8.395214,7,Greed,81.0,0.14285714285714285,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-27,189.192,7.0071111111111115,14.737103941135228,0.0,65.20106,87066.1,3224.6703703703706,30.473126,27,Greed,83.0,0.4444444444444444,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-28,0.0,0.0,0.0,0.0,0.0,20013.89,6671.296666666666,7.00486,3,Greed,80.0,0.0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-29,883.097404,58.873160266666666,95.5086831563824,0.0,269.996916,86914.37,5794.291333333333,30.420029999999997,15,Greed,79.0,0.4,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-31,912.786145,70.21431884615384,112.05139600499244,0.0,298.560597,39912.96,3070.2276923076925,13.969522000000001,13,Greed,75.0,0.7692307692307693,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-01,0.840939,0.028997896551724137,0.10936280788482529,0.0,0.473773,134989.44,4654.808275862069,47.246296,29,Greed,79.0,0.06896551724137931,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-02,883.760812,23.88542735135135,82.11980963179407,0.0,448.88615,224664.62,6072.016756756757,78.632589,37,Greed,79.0,0.32432432432432434,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-04,0.0,0.0,0.0,0.0,0.0,95987.73,2999.6165625,33.595684999999996,32,Greed,70.0,0.0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-05,4444.4983010000005,444.44983010000004,798.7271619373006,0.0,2301.591116,172531.56999999998,17253.157,60.38604000000001,10,Greed,79.0,0.7,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-06,236.33513399999998,14.770945874999999,42.149058574016486,0.0,161.971138,68223.67,4263.979375,23.878277,16,Greed,75.0,0.25,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-07,0.0,0.0,0.0,0.0,0.0,49988.14,2173.397391304348,17.495845,23,Greed,78.0,0.0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-08,0.0,0.0,0.0,0.0,0.0,163166.37,5827.370357142857,57.10822,28,Greed,76.0,0.0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-09,0.0,0.0,0.0,0.0,0.0,57063.840000000004,19021.280000000002,19.972341,3,Greed,80.0,0.0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-10,5207.443414,127.01081497560976,197.76893722954745,0.0,1048.800788,351735.97,8578.926097560974,123.107562,41,Greed,78.0,0.8780487804878049,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-11,389.743164,24.35894775,69.72639235953248,0.0,251.750459,76400.96,4775.06,26.740329,16,Greed,76.0,0.125,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-12,0.0,0.0,0.0,0.0,0.0,149909.08000000002,7138.52761904762,52.468165,21,Greed,79.0,0.0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-13,0.0,0.0,0.0,0.0,0.0,156188.7,8677.150000000001,54.666038,18,Greed,72.0,0.0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-14,-36565.98544,-571.3435225,2750.1848881371893,-21524.4,698.98149,588765.94,9199.4678125,206.068057,64,Greed,72.0,0.046875,0,37334.298965999995
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-15,0.0,0.0,0.0,0.0,0.0,50013.950000000004,16671.31666666667,17.504880999999997,3,Greed,74.0,0.0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-19,1946.4454620000001,55.61272748571429,114.02941773198246,0.0,536.40432,337257.92000000004,9635.940571428573,118.04025999999999,35,Greed,66.0,0.7714285714285715,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-20,0.0,0.0,0.0,0.0,0.0,11999.59,5999.795,4.199857,2,Greed,66.0,0.0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-22,0.0,0.0,0.0,0.0,0.0,47993.61,5332.623333333333,16.797764,9,Greed,73.0,0.0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-23,759.2148159999999,14.059533629629628,71.07686420570106,0.0,523.24804,192658.47,3567.7494444444446,67.430431,54,Greed,71.0,0.5740740740740741,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-24,279.185907,13.95929535,47.020172247729526,-13.773933,192.028,141275.24,7063.762,49.446315999999996,20,Greed,72.0,0.3,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-25,0.0,0.0,0.0,0.0,0.0,68979.14,11496.523333333333,24.142691999999997,6,Greed,72.0,0.0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-27,4281.488139,158.57363477777778,205.65189595972714,0.0,706.961342,154264.47,5713.498888888889,53.99255,27,Greed,67.0,0.7037037037037037,0,0.0
